firstname,lastname,gender,hobbies,street address,landmark,area,city,state,pincode,country
,,,,,,Yousufpet,MEDAK,Telangana,502331,India
,,,,,,Zapthi Lingareddypalli,SIDDIPET,Telangana,502372,India
,,,,,,Zapthi Shivnoor,MEDAK,Telangana,502248,India
,,,,,,Zapti Nacharam,SIDDIPET,Telangana,502372,India
,,,,,,A.I.E. R.C.puram,SANGAREDDY,Telangana,502032,India
,,,,,,Abbenda,SANGAREDDY,Telangana,502286,India
,,,,,,Admn. Bldgs,SANGAREDDY,Telangana,502032,India
,,,,,,Aiellaram,SANGAREDDY,Telangana,502325,India
,,,,,,Ajjamarry,SANGAREDDY,Telangana,502314,India
,,,,,,Aksanpally,SANGAREDDY,Telangana,502270,India
,,,,,,Algole,SANGAREDDY,Telangana,502318,India
,,,,,,Alladurg,SANGAREDDY,Telangana,502269,India
,,,,,,Allipur,SANGAREDDY,Telangana,502318,India
,,,,,,Almaipet,SANGAREDDY,Telangana,502273,India
,,,,,,Ameenpur,SANGAREDDY,Telangana,502032,India
,,,,,,Ananthasagar,SANGAREDDY,Telangana,502286,India
,,,,,,ANANTHASAGAR,SANGAREDDY,Telangana,502306,India
,,,,,,Ananthavaram,SANGAREDDY,Telangana,502345,India
,,,,,,Andole,SANGAREDDY,Telangana,502273,India
,,,,,,Anegunta,SANGAREDDY,Telangana,502318,India
,,,,,,Annaram,SANGAREDDY,Telangana,502313,India
,,,,,,Anthargaon,SANGAREDDY,Telangana,502287,India
,,,,,,Atmakur,SANGAREDDY,Telangana,502291,India
,,,,,,Audatpur,SANGAREDDY,Telangana,502286,India
,,,,,,Babulgaon,SANGAREDDY,Telangana,502291,India
,,,,,,Bachepally,SANGAREDDY,Telangana,502371,India
,,,,,,Badalgaon,SANGAREDDY,Telangana,502286,India
,,,,,,Bagareddypally,SANGAREDDY,Telangana,502318,India
,,,,,,BASWAPUR,SANGAREDDY,Telangana,502293,India
,,,,,,Bdl Bhanur,SANGAREDDY,Telangana,502305,India
,,,,,,Bellapur,ZAHEERABAD,Telangana,502286,India
,,,,,,Bhanur,SANGAREDDY,Telangana,502305,India
,,,,,,Bharatinagar,SANGAREDDY,Telangana,502032,India
,,,,,,Bibipet,MEDAK,Telangana,502287,India
,,,,,,Bilalpur,SANGAREDDY,Telangana,502210,India
,,,,,,Bodamatpally,SANGAREDDY,Telangana,502269,India
,,,,,,Bodupatla,SANGAREDDY,Telangana,502296,India
,,,,,,Bonthapalli,SANGAREDDY,Telangana,502313,India
,,,,,,Borancha,SANGAREDDY,Telangana,502290,India
,,,,,,Buchinelly,SANGAREDDY,Telangana,502228,India
,,,,,,Budhera,SANGAREDDY,Telangana,502345,India
,,,,,,Burdipahad,SANGAREDDY,Telangana,502228,India
,,,,,,Ch Konapur,SANGAREDDY,Telangana,502295,India
,,,,,,Chalki,SANGAREDDY,Telangana,502256,India
,,,,,,CHANDUR,SANGAREDDY,Telangana,502314,India
,,,,,,Chapta,SANGAREDDY,Telangana,502286,India
,,,,,,Charakpally,SANGAREDDY,Telangana,502221,India
,,,,,,Cheekurthy,SANGAREDDY,Telangana,502256,India
,,,,,,Cheelapalli,SANGAREDDY,Telangana,502271,India
,,,,,,Cheelpechedu,SANGAREDDY,Telangana,502314,India
,,,,,,Cheriyal,SANGAREDDY,Telangana,502285,India
,,,,,,Chetlapotharam,SANGAREDDY,Telangana,502319,India
,,,,,,Chevella,SANGAREDDY,Telangana,502269,India
,,,,,,Chidruppa,SANGAREDDY,Telangana,502296,India
,,,,,,Chilkepally,SANGAREDDY,Telangana,502321,India
,,,,,,Chilver,SANGAREDDY,Telangana,502269,India
,,,,,,Chinnagottimukla,SANGAREDDY,Telangana,502313,India
,,,,,,Chintakunta,SANGAREDDY,Telangana,502270,India
,,,,,,Chintalcheru,SANGAREDDY,Telangana,502296,India
,,,,,,Chinthalghat,SANGAREDDY,Telangana,502321,India
,,,,,,Chitkul,SANGAREDDY,Telangana,502307,India
,,,,,,Chitkul,SANGAREDDY,Telangana,502270,India
,,,,,,Choutkur,SANGAREDDY,Telangana,502273,India
,,,,,,Dakoor,SANGAREDDY,Telangana,502270,India
,,,,,,Damarigidda,SANGAREDDY,Telangana,502286,India
,,,,,,Dappur,SANGAREDDY,Telangana,502251,India
,,,,,,Dawoor,SANGAREDDY,Telangana,502286,India
,,,,,,Devnoor,SANGAREDDY,Telangana,502269,India
,,,,,,Dhanasiri,SANGAREDDY,Telangana,502221,India
,,,,,,Didgi,SANGAREDDY,Telangana,502228,India
,,,,,,Digwal,SANGAREDDY,Telangana,502321,India
,,,,,,Doultabad,SANGAREDDY,Telangana,502296,India
,,,,,,Edulapally,SANGAREDDY,Telangana,502321,India
,,,,,,Elmela,SANGAREDDY,Telangana,502300,India
,,,,,,Erdanur,SANGAREDDY,Telangana,502296,India
,,,,,,Faizabad,SANGAREDDY,Telangana,502314,India
,,,,,,Fasalwadi,SANGAREDDY,Telangana,502294,India
,,,,,,Gajwada,SANGAREDDY,Telangana,502290,India
,,,,,,Gitam University,SANGAREDDY,Telangana,502329,India
,,,,,,Gollapalli,SANGAREDDY,Telangana,502295,India
,,,,,,Gomaram,SANGAREDDY,Telangana,502313,India
,,,,,,Gonglur,SANGAREDDY,Telangana,502293,India
,,,,,,Gopanpally,SANGAREDDY,Telangana,502221,India
,,,,,,Gorrekal,SANGAREDDY,Telangana,502269,India
,,,,,,Gotgarpally,SANGAREDDY,Telangana,502318,India
,,,,,,Gottimukla,SANGAREDDY,Telangana,502290,India
,,,,,,Gudpally,SANGAREDDY,Telangana,502221,India
,,,,,,Gummadidala,SANGAREDDY,Telangana,502313,India
,,,,,,Gundlamachnoor,SANGAREDDY,Telangana,502296,India
,,,,,,Guntamarpally,SANGAREDDY,Telangana,502246,India
,,,,,,Guruzwada,SANGAREDDY,Telangana,502321,India
,,,,,,Hadnur,SANGAREDDY,Telangana,502251,India
,,,,,,Hanmanthraopet,SANGAREDDY,Telangana,502286,India
,,,,,,Hasnabad,SANGAREDDY,Telangana,502257,India
,,,,,,Hathnura,SANGAREDDY,Telangana,502296,India
,,,,,,Hoti ,SANGAREDDY,Telangana,502318,India
,,,,,,Hulgera,SANGAREDDY,Telangana,502256,India
,,,,,,Icrisat,SANGAREDDY,Telangana,502324,India
,,,,,,IDA Pashamailaram,SANGAREDDY,Telangana,502307,India
,,,,,,Indrakaran,SANGAREDDY,Telangana,502329,India
,,,,,,Indresham,SANGAREDDY,Telangana,502319,India
,,,,,,Ippepally,SANGAREDDY,Telangana,502221,India
,,,,,,Ismailkhanpet,SANGAREDDY,Telangana,502296,India
,,,,,,Isnapur,SANGAREDDY,Telangana,502307,India
,,,,,,Jambgi,SANGAREDDY,Telangana,502257,India
,,,,,,Jeerlapally,SANGAREDDY,Telangana,502246,India
,,,,,,Jinnaram,SANGAREDDY,Telangana,502319,India
,,,,,,Jogipet,SANGAREDDY,Telangana,502270,India
,,,,,,Jukal,SANGAREDDY,Telangana,502271,India
,,,,,,Kadpal,SANGAREDDY,Telangana,502287,India
,,,,,,Kagazmaddur,SANGAREDDY,Telangana,502313,India
,,,,,,Kakijanwada,SANGAREDDY,Telangana,502256,India
,,,,,,Kalbemal,SANGAREDDY,Telangana,502249,India
,,,,,,Kalher,SANGAREDDY,Telangana,502371,India
,,,,,,Kalivemula,SANGAREDDY,Telangana,502285,India
,,,,,,Kamkole,SANGAREDDY,Telangana,502345,India
,,,,,,Kanchanpally,SANGAREDDY,Telangana,502316,India
,,,,,,Kandi,SANGAREDDY,Telangana,502285,India
,,,,,,Kangti,SANGAREDDY,Telangana,502286,India
,,,,,,Kanukunta,SANGAREDDY,Telangana,502313,India
,,,,,,Karamungi,SANGAREDDY,Telangana,502286,India
,,,,,,Karasgutti,SANGAREDDY,Telangana,502286,India
,,,,,,Karchal,SANGAREDDY,Telangana,502257,India
,,,,,,Kasala,SANGAREDDY,Telangana,502296,India
,,,,,,Kaveli,SANGAREDDY,Telangana,502321,India
,,,,,,Khadeerabad,SANGAREDDY,Telangana,502270,India
,,,,,,Khajipet,SANGAREDDY,Telangana,502316,India
,,,,,,Khammampally,SANGAREDDY,Telangana,502345,India
,,,,,,Khasimpur,SANGAREDDY,Telangana,502221,India
,,,,,,Kistareddypet,SANGAREDDY,Telangana,502319,India
,,,,,,Kohir,SANGAREDDY,Telangana,502210,India
,,,,,,Kolkur,SANGAREDDY,Telangana,502291,India
,,,,,,Kollur,SANGAREDDY,Telangana,502300,India
,,,,,,Komshetpally,SANGAREDDY,Telangana,502345,India
,,,,,,Konapur,SANGAREDDY,Telangana,502291,India
,,,,,,Kondapur,SANGAREDDY,Telangana,502306,India
,,,,,,Konyal,SANGAREDDY,Telangana,502314,India
,,,,,,Korpole,SANGAREDDY,Telangana,502273,India
,,,,,,Kowdipally,SANGAREDDY,Telangana,502316,India
,,,,,,Kowlampet,SANGAREDDY,Telangana,502329,India
,,,,,,Krishnapur,SANGAREDDY,Telangana,502246,India
,,,,,,KRISHNAPUR,SANGAREDDY,Telangana,502371,India
,,,,,,Kuppanagar,SANGAREDDY,Telangana,502246,India
,,,,,,Kusangi,SANGAREDDY,Telangana,502270,India
,,,,,,Lakdaram,SANGAREDDY,Telangana,502307,India
,,,,,,Lingampalli,SANGAREDDY,Telangana,502290,India
,,,,,,Lingampally,SANGAREDDY,Telangana,502345,India
,,,,,,Lingapur,SANGAREDDY,Telangana,502286,India
,,,,,,Lingapur,SANGAREDDY,Telangana,502314,India
,,,,,,Lingapur,SANGAREDDY,Telangana,502313,India
,,,,,,Lonikurd,SANGAREDDY,Telangana,502345,India
,,,,,,Machireddypally,SANGAREDDY,Telangana,502210,India
,,,,,,Machnoor,SANGAREDDY,Telangana,502246,India
,,,,,,Maddikunta,SANGAREDDY,Telangana,502291,India
,,,,,,Madgi,SANGAREDDY,Telangana,502221,India
,,,,,,Madharam,SANGAREDDY,Telangana,509320,India
,,,,,,Madhunagar,SANGAREDDY,Telangana,502228,India
,,,,,,Madri,SANGAREDDY,Telangana,502321,India
,,,,,,Makta Kyasaram,SANGAREDDY,Telangana,502345,India
,,,,,,Makta Laxmapur,SANGAREDDY,Telangana,502271,India
,,,,,,Malchalma,SANGAREDDY,Telangana,502318,India
,,,,,,Malkapur ,SANGAREDDY,Telangana,502318,India
,,,,,,Malkapur,SANGAREDDY,Telangana,502295,India
,,,,,,Mallepalli,SANGAREDDY,Telangana,502295,India
,,,,,,Mallikharjunpally,SANGAREDDY,Telangana,502345,India
,,,,,,Mamidgi,SANGAREDDY,Telangana,502249,India
,,,,,,Mangapet,SANGAREDDY,Telangana,502319,India
,,,,,,Maniyarpally,SANGAREDDY,Telangana,502210,India
,,,,,,Manjira Barrage,SANGAREDDY,Telangana,502294,India
,,,,,,Mannapur,SANGAREDDY,Telangana,502221,India
,,,,,,Manthoor,SANGAREDDY,Telangana,502293,India
,,,,,,Manur,SANGAREDDY,Telangana,502286,India
,,,,,,Mardi,SANGAREDDY,Telangana,502287,India
,,,,,,Marepalli,SANGAREDDY,Telangana,502306,India
,,,,,,Marvelly,SANGAREDDY,Telangana,502270,India
,,,,,,Masanpally,SANGAREDDY,Telangana,502371,India
,,,,,,Metalkunta,SANGAREDDY,Telangana,502249,India
,,,,,,Mig Colony,SANGAREDDY,Telangana,502032,India
,,,,,,Minpur,SANGAREDDY,Telangana,502293,India
,,,,,,Mirzapur,SANGAREDDY,Telangana,502249,India
,,,,,,Mogudampally,SANGAREDDY,Telangana,502221,India
,,,,,,Mohammed Nagar,SANGAREDDY,Telangana,502316,India
,,,,,,Moosapet,SANGAREDDY,Telangana,502271,India
,,,,,,Moosapet,SANGAREDDY,Telangana,502313,India
,,,,,,Morgi,SANGAREDDY,Telangana,502286,India
,,,,,,Mudimanik,SANGAREDDY,Telangana,502273,India
,,,,,,Mungi,SANGAREDDY,Telangana,502251,India
,,,,,,MunipallY,SANGAREDDY,Telangana,502345,India
,,,,,,Muslapur,SANGAREDDY,Telangana,502269,India
,,,,,,Muthangi,SANGAREDDY,Telangana,502300,India
,,,,,,Mutrajpally,SANGAREDDY,Telangana,502316,India
,,,,,,Naganpally,SANGAREDDY,Telangana,502287,India
,,,,,,Nagdhar,SANGAREDDY,Telangana,502371,India
,,,,,,Nagoor,SANGAREDDY,Telangana,502286,India
,,,,,,Nagulapalli,SANGAREDDY,Telangana,502300,India
,,,,,,Nagulapally,SANGAREDDY,Telangana,502313,India
,,,,,,Nallvalli,SANGAREDDY,Telangana,502313,India
,,,,,,Nandigaon,SANGAREDDY,Telangana,502300,India
,,,,,,Nandikandi,SANGAREDDY,Telangana,502306,India
,,,,,,Narayankhed,SANGAREDDY,Telangana,502286,India
,,,,,,Narsapur,SANGAREDDY,Telangana,502313,India
,,,,,,Neredigunta,SANGAREDDY,Telangana,502270,India
,,,,,,NGOs Colony,SANGAREDDY,Telangana,502318,India
,,,,,,Nidijipla,SANGAREDDY,Telangana,502270,India
,,,,,,Nizampet,SANGAREDDY,Telangana,502371,India
,,,,,,Nizampur,SANGAREDDY,Telangana,502291,India
,,,,,,Nyalkal,SANGAREDDY,Telangana,502256,India
,,,,,,O.F.Yeddumailaram,SANGAREDDY,Telangana,502205,India
,,,,,,P.R.Pally Chowrasta,SANGAREDDY,Telangana,502295,India
,,,,,,Paidigummal,SANGAREDDY,Telangana,502210,India
,,,,,,Pampad,SANGAREDDY,Telangana,502257,India
,,,,,,Panyal,SANGAREDDY,Telangana,502314,India
,,,,,,Pashamailaram,SANGAREDDY,Telangana,502307,India
,,,,,,Pastapur,SANGAREDDY,Telangana,502318,India
,,,,,,Patancheru Ie,SANGAREDDY,Telangana,502319,India
,,,,,,Patancheru Ph.II,SANGAREDDY,Telangana,502319,India
,,,,,,Patancheru,SANGAREDDY,Telangana,502319,India
,,,,,,Pati,SANGAREDDY,Telangana,502300,India
,,,,,,Pati Ghanpur,SANGAREDDY,Telangana,502300,India
,,,,,,Peddachintakunta,SANGAREDDY,Telangana,502313,India
,,,,,,Peddagottimukla,SANGAREDDY,Telangana,502313,India
,,,,,,Peddakanjarla,SANGAREDDY,Telangana,502319,India
,,,,,,Peddapur,SANGAREDDY,Telangana,502270,India
,,,,,,Peddapur,SANGAREDDY,Telangana,502306,India
,,,,,,Peddareddypet,SANGAREDDY,Telangana,502293,India
,,,,,,Peepalpalli,SANGAREDDY,Telangana,502257,India
,,,,,,Picharagadi,SANGAREDDY,Telangana,502210,India
,,,,,,Pillutla,SANGAREDDY,Telangana,502313,India
,,,,,,Pocharam,SANGAREDDY,Telangana,502293,India
,,,,,,Posanipet,SANGAREDDY,Telangana,502270,India
,,,,,,Pothareddypally,SANGAREDDY,Telangana,502210,India
,,,,,,Pothulaboguda,SANGAREDDY,Telangana,502269,India
,,,,,,Pulkal,SANGAREDDY,Telangana,502293,India
,,,,,,Pulkurthy,SANGAREDDY,Telangana,502286,India
,,,,,,Raikode,SANGAREDDY,Telangana,502257,India
,,,,,,RAIPALLY,SANGAREDDY,Telangana,502269,India
,,,,,,Rajampet Colony,SANGAREDDY,Telangana,502001,India
,,,,,,Rajnelli,SANGAREDDY,Telangana,502321,India
,,,,,,Ramachandrapuram He,SANGAREDDY,Telangana,502032,India
,,,,,,Ramachanrapuram Village,SANGAREDDY,Telangana,502032,India
,,,,,,Ramsanpalli,SANGAREDDY,Telangana,502270,India
,,,,,,Ranjhole,SANGAREDDY,Telangana,502318,India
,,,,,,Rasool,KHAMMAM,Telangana,502287,India
,,,,,,Ratnapur,SANGAREDDY,Telangana,502251,India
,,,,,,Ratnapur,SANGAREDDY,Telangana,502313,India
,,,,,,rayalapur,SANGAREDDY,Telangana,502316,India
,,,,,,Regode,SANGAREDDY,Telangana,502290,India
,,,,,,Rejinthal,SANGAREDDY,Telangana,502249,India
,,,,,,Rudrar,SANGAREDDY,Telangana,502286,India
,,,,,,Rudraram,SANGAREDDY,Telangana,502329,India
,,,,,,Rustumpet,SANGAREDDY,Telangana,502313,India
,,,,,,Ryakal,SANGAREDDY,Telangana,502287,India
,,,,,,Sadasivpet,SANGAREDDY,Telangana,502291,India
,,,,,,Sajjapur,SANGAREDDY,Telangana,502210,India
,,,,,,Sangareddy Bs Complex,SANGAREDDY,Telangana,502001,India
,,,,,,Sangareddy Collectorate,SANGAREDDY,Telangana,502001,India
,,,,,,Sangareddy,SANGAREDDY,Telangana,502001,India
,,,,,,Sanjeevaraopet,SANGAREDDY,Telangana,502286,India
,,,,,,Satwar,SANGAREDDY,Telangana,502221,India
,,,,,,Shaikapur,SANGAREDDY,Telangana,502318,India
,,,,,,Shankarampet Bazar,SANGAREDDY,Telangana,502271,India
,,,,,,Shankarampet,SANGAREDDY,Telangana,502271,India
,,,,,,Shelgera,SANGAREDDY,Telangana,502286,India
,,,,,,Shivampet,SANGAREDDY,Telangana,502273,India
,,,,,,Shivanagar,SANGAREDDY,Telangana,502319,India
,,,,,,Sikindaspur,SANGAREDDY,Telangana,502296,India
,,,,,,Singoor Project,SANGAREDDY,Telangana,502293,India
,,,,,,Singtham,SANGAREDDY,Telangana,502257,India
,,,,,,Sirgapur,SANGAREDDY,Telangana,502287,India
,,,,,,Sirpura,SANGAREDDY,Telangana,502314,India
,,,,,,Sommakkapet,SANGAREDDY,Telangana,502314,India
,,,,,,Sultanabad,SANGAREDDY,Telangana,502287,India
,,,,,,Sultanpur,SANGAREDDY,Telangana,502319,India
,,,,,,Suraram,SANGAREDDY,Telangana,502291,India
,,,,,,Sureddy Itikyal,SANGAREDDY,Telangana,502273,India
,,,,,,Tadkal,SANGAREDDY,Telangana,502287,India
,,,,,,Tadlapally,SANGAREDDY,Telangana,502294,India
,,,,,,Taherkhanpet,SANGAREDDY,Telangana,502296,India
,,,,,,Tangadpalli,SANGAREDDY,Telangana,502291,India
,,,,,,Tatpalli,SANGAREDDY,Telangana,502345,India
,,,,,,Tellapur,SANGAREDDY,Telangana,502032,India
,,,,,,Tenkati,SANGAREDDY,Telangana,502271,India
,,,,,,Terpole,SANGAREDDY,Telangana,502295,India
,,,,,,Togarpalli,SANGAREDDY,Telangana,502306,India
,,,,,,Topgonda,SANGAREDDY,Telangana,502285,India
,,,,,,Tornal,SANGAREDDY,Telangana,502286,India
,,,,,,Tunki,SANGAREDDY,Telangana,502316,India
,,,,,,Uthloor,SANGAREDDY,Telangana,502271,India
,,,,,,Vailal,SANGAREDDY,Telangana,502319,India
,,,,,,Vallur,SANGAREDDY,Telangana,502286,India
,,,,,,Veltoor,KHAMMAM,Telangana,502291,India
,,,,,,Vendikole,SANGAREDDY,Telangana,502273,India
,,,,,,Venkatapur,SANGAREDDY,Telangana,502321,India
,,,,,,Venkatapur,SANGAREDDY,Telangana,502291,India
,,,,,,Vootla,SANGAREDDY,Telangana,502319,India
,,,,,,Waddepalli,SANGAREDDY,Telangana,502296,India
,,,,,,Waddi,SANGAREDDY,Telangana,502251,India
,,,,,,Wasar,SANGAREDDY,Telangana,502286,India
,,,,,,Yedakulapalli,SANGAREDDY,Telangana,502321,India
,,,,,,Yeddumailaram,SANGAREDDY,Telangana,502285,India
,,,,,,Yelgoi,SANGAREDDY,Telangana,502286,India
,,,,,,Yelgoi,SANGAREDDY,Telangana,502249,India
,,,,,,Yelmakanna,SANGAREDDY,Telangana,502316,India
,,,,,,Yenkemuri,SANGAREDDY,Telangana,502286,India
,,,,,,Zaheerabad,SANGAREDDY,Telangana,502220,India
,,,,,,Zarasangam,SANGAREDDY,Telangana,502246,India
,,,,,,Adikcherla,RANGAREDDY,Telangana,501142,India
,,,,,,Agnoor,RANGAREDDY,Telangana,501144,India
,,,,,,Ainapur,RANGAREDDY,Telangana,501502,India
,,,,,,Airforce Academy,HYDERABAD,Telangana,500043,India
,,,,,,Aliabad,HYDERABAD,Telangana,500101,India
,,,,,,Allampalli.,Vikarabad,Telangana,501102,India
,,,,,,Allapur,RANGAREDDY,Telangana,501141,India
,,,,,,Alur,RANGAREDDY,Telangana,501503,India
,,,,,,Alwal,HYDERABAD,Telangana,500010,India
,,,,,,Amdapur,RANGAREDDY,Telangana,501504,India
,,,,,,Amradikalan,RANGAREDDY,Telangana,501202,India
,,,,,,Anandbagh,HYDERABAD,Telangana,500047,India
,,,,,,Anantagiripally,Vikarabad,Telangana,501102,India
,,,,,,Anantaram,HYDERABAD,Telangana,500101,India
,,,,,,Ankireddipalli,HYDERABAD,Telangana,501301,India
,,,,,,Ankushapur,HYDERABAD,Telangana,501301,India
,,,,,,Antaram,RANGAREDDY,Telangana,501503,India
,,,,,,Antharam,RANGAREDDY,Telangana,501141,India
,,,,,,Aoc Records,HYDERABAD,Telangana,500015,India
,,,,,,Aphb Colony Moulali,HYDERABAD,Telangana,500040,India
,,,,,,Arkatala,RANGAREDDY,Telangana,501111,India
,,,,,,Ashoknagar,HYDERABAD,Telangana,500020,India
,,,,,,Athveli,RANGAREDDY,Telangana,501401,India
,,,,,,Atveli,Vikarabad,Telangana,501102,India
,,,,,,Bachupally,RANGAREDDY,Telangana,500090,India
,,,,,,Badampalli,RANGAREDDY,Telangana,501502,India
,,,,,,Bahadurpalli,HYDERABAD,Telangana,500043,India
,,,,,,Balanagar Township,RANGAREDDY,Telangana,500037,India
,,,,,,Bandelkacherla,RANGAREDDY,Telangana,501502,India
,,,,,,Bantwaram,RANGAREDDY,Telangana,501106,India
,,,,,,Barwad,RANGAREDDY,Telangana,501106,India
,,,,,,Basheerabad,RANGAREDDY,Telangana,501143,India
,,,,,,Begumpet,HYDERABAD,Telangana,500016,India
,,,,,,Bennur,RANGAREDDY,Telangana,501144,India
,,,,,,Bhulkapur,RANGAREDDY,Telangana,501203,India
,,,,,,BITS,HYDERABAD,Telangana,500078,India
,,,,,,Bogaram,HYDERABAD,Telangana,501301,India
,,,,,,Bolarum Bazar,HYDERABAD,Telangana,500010,India
,,,,,,Bolarum,HYDERABAD,Telangana,500010,India
,,,,,,Bompalli,RANGAREDDY,Telangana,501502,India
,,,,,,Bomraspet,RANGAREDDY,Telangana,500078,India
,,,,,,Bowenpally,HYDERABAD,Telangana,500011,India
,,,,,,Bowrampet,RANGAREDDY,Telangana,500043,India
,,,,,,Buchampalli,RANGAREDDY,Telangana,501202,India
,,,,,,CCI Tandur,RANGAREDDY,Telangana,501158,India
,,,,,,Chanchalpet,RANGAREDDY,Telangana,501111,India
,,,,,,Chandanagar,HYDERABAD,Telangana,500050,India
,,,,,,Chandanvelly,RANGAREDDY,Telangana,501503,India
,,,,,,Chengole,RANGAREDDY,Telangana,501141,India
,,,,,,Chengomal,RANGAREDDY,Telangana,501501,India
,,,,,,Chennaram,RANGAREDDY,Telangana,501144,India
,,,,,,Chenvelli,RANGAREDDY,Telangana,501503,India
,,,,,,Cherial,HYDERABAD,Telangana,501301,India
,,,,,,Cherlapalli,HYDERABAD,Telangana,501301,India
,,,,,,Chevella,RANGAREDDY,Telangana,501503,India
,,,,,,Chilkur,RANGAREDDY,Telangana,501504,India
,,,,,,Chimaldari,RANGAREDDY,Telangana,501111,India
,,,,,,Chinna Mangalaram,RANGAREDDY,Telangana,501504,India
,,,,,,Chinnagottiga,RANGAREDDY,Telangana,501143,India
,,,,,,Chittigadda,RANGAREDDY,Telangana,501111,India
,,,,,,Chityal,RANGAREDDY,Telangana,501501,India
,,,,,,CMR College ,RANGAREDDY,Telangana,501401,India
,,,,,,CRPF,Trimulgherry,Telangana,500078,India
,,,,,,Dabirpur,HYDERABAD,Telangana,501401,India
,,,,,,Damarched,RANGAREDDY,Telangana,501143,India
,,,,,,Damargidda,RANGAREDDY,Telangana,501503,India
,,,,,,Devarampalli,RANGAREDDY,Telangana,501111,India
,,,,,,Devaryamjal,RANGAREDDY,Telangana,500078,India
,,,,,,Devnoor,RANGAREDDY,Telangana,501144,India
,,,,,,Devuniyerravalli,RANGAREDDY,Telangana,501503,India
,,,,,,Dhannaram,Vikarabad,Telangana,501102,India
,,,,,,Dharur,RANGAREDDY,Telangana,501121,India
,,,,,,Dindigul,RANGAREDDY,Telangana,500043,India
,,,,,,Dirsampalli,RANGAREDDY,Telangana,501502,India
,,,,,,Doma,RANGAREDDY,Telangana,501502,India
,,,,,,Doolapalli,RANGAREDDY,Telangana,500100,India
,,,,,,Dornal,RANGAREDDY,Telangana,501121,India
,,,,,,Dr As Rao Nagar,HYDERABAD,Telangana,500062,India
,,,,,,Ecil,HYDERABAD,Telangana,500062,India
,,,,,,Edulabad,RANGAREDDY,Telangana,501301,India
,,,,,,Ekmamidi,Vikarabad,Telangana,501102,India
,,,,,,EME Records,HYDERABAD,Telangana,500015,India
,,,,,,Enkatala,RANGAREDDY,Telangana,501202,India
,,,,,,Gagillapur,RANGAREDDY,Telangana,500043,India
,,,,,,Gajularamaram,HYDERABAD,Telangana,500055,India
,,,,,,Gandhinagar,HYDERABAD,Telangana,500080,India
,,,,,,Gazipur,RANGAREDDY,Telangana,501142,India
,,,,,,Gharsinghapur,RANGAREDDY,Telangana,501501,India
,,,,,,Ghatepalli,RANGAREDDY,Telangana,501121,India
,,,,,,Ghatkesar,HYDERABAD,Telangana,501301,India
,,,,,,Gingurthi,RANGAREDDY,Telangana,501141,India
,,,,,,Girgitpalle,Vikarabad,Telangana,501102,India
,,,,,,Girmapur,HYDERABAD,Telangana,501401,India
,,,,,,Godamguda,Vikarabad,Telangana,501102,India
,,,,,,Golconda Chowrastha,HYDERABAD,Telangana,500020,India
,,,,,,Gottimukkala,NALGONDA,Telangana,501102,India
,,,,,,Gowdavalli,HYDERABAD,Telangana,501401,India
,,,,,,Gundal,RANGAREDDY,Telangana,501503,India
,,,,,,Gunj,RANGAREDDY,Telangana,501141,India
,,,,,,Hakimpet,HYDERABAD,Telangana,500014,India
,,,,,,Hal,HYDERABAD,Telangana,500042,India
,,,,,,Haridasapalli,RANGAREDDY,Telangana,501121,India
,,,,,,Himmatnagar,HYDERABAD,Telangana,500025,India
,,,,,,HMT Township,HYDERABAD,Telangana,500054,India
,,,,,,IDA Jeedimetla,HYDERABAD,Telangana,500055,India
,,,,,,Ie Moulali,HYDERABAD,Telangana,500040,India
,,,,,,IICT,HYDERABAD,Telangana,500007,India
,,,,,,Indur,RANGAREDDY,Telangana,501142,India
,,,,,,Jaggamguda,HYDERABAD,Telangana,500101,India
,,,,,,Jai Jawan Colony,Hyderabad,Telangana,500103,India
,,,,,,Jaidupalli,Vikarabad,Telangana,501102,India
,,,,,,Jama I Osmania,HYDERABAD,Telangana,500007,India
,,,,,,Jangaon,RANGAREDDY,Telangana,501142,India
,,,,,,Jawahar Nagar,HYDERABAD,Telangana,500087,India
,,,,,,Jeevangi,RANGAREDDY,Telangana,501143,India
,,,,,,JJ Nagar Colony,HYDERABAD,Telangana,500087,India
,,,,,,Jntu Kukat Pally,HYDERABAD,Telangana,500085,India
,,,,,,Juntapalli,RANGAREDDY,Telangana,501144,India
,,,,,,Kadcherla,Vikarabad,Telangana,501102,India
,,,,,,Kalkhoda,RANGAREDDY,Telangana,501106,India
,,,,,,Kanakamamidi,Secunderabad,Telangana,501504,India
,,,,,,Kandanhalli,RANGAREDDY,Telangana,501141,India
,,,,,,Kandlapalli,RANGAREDDY,Telangana,501503,India
,,,,,,Kandwada,RANGAREDDY,Telangana,501503,India
,,,,,,Kankal,RANGAREDDY,Telangana,501501,India
,,,,,,Kanmeta,RANGAREDDY,Telangana,501503,India
,,,,,,Karankot,RANGAREDDY,Telangana,501158,India
,,,,,,Karvelli,RANGAREDDY,Telangana,501121,India
,,,,,,Kasimpur,RANGAREDDY,Telangana,501143,India
,,,,,,Katchavanisingaram,HYDERABAD,Telangana,500088,India
,,,,,,Keesara,HYDERABAD,Telangana,501301,India
,,,,,,Keesaragutta,HYDERABAD,Telangana,501301,India
,,,,,,Kesaram,RANGAREDDY,Telangana,501202,India
